label,message,tokens
ham,Fuck babe ... What happened to you ? How come you never came back?,"['fuck', 'babe', '...', 'happened', 'come', 'never', 'came', 'back']"
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","['parents', 'kidz', 'friends', 'n', 'colleagues', 'screaming', '..', 'surprise', 'waiting', 'sofa', '..', '...', '.....', 'naked', '...']"
ham,What you doing?how are you?,[]
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?","['oh', 'really', 'perform', 'write', 'paper', 'go', 'movie', 'home', 'midnight', 'huh']"
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","['want', 'funk', 'ur', 'fone', 'weekly', 'new', 'tone', 'reply', 'tones2u', '2', 'text', 'www.ringtones.co.uk', 'original', 'n', 'best', 'tones', '3gbp', 'network', 'operator', 'rates', 'apply']"
ham,Those ducking chinchillas,"['ducking', 'chinchillas']"
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!","['evening', 'v', 'good', 'somewhat', 'event', 'laden', 'fill', ""n't"", 'worry', '…', 'head', 'ok', 'throat', 'wrecked', 'see', 'six']"
ham,Are you staying in town ?,"['staying', 'town']"
ham,"I'm home, my love ... If your still awake ... *loving kiss*","[""'m"", 'home', 'love', '...', 'still', 'awake', '...', 'loving', 'kiss']"
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,"['bank', 'granite', 'issues', 'strong-buy', 'explosive', 'pick', 'members', '300', 'nasdaq', 'symbol', 'cdgt', '5.00', 'per', '..']"
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,"['finish', 'already', '...', 'yar', 'keep', 'saying', 'mushy', '...', 'embarrassed', 'ok', '...']"
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,"['hi', 'neva', 'worry', 'bout', 'da', 'truth', 'coz', 'truth', 'lead', '2', 'ur', 'heart', 'it\x92s', 'least', 'unique', 'person', 'like', 'u', 'deserve', 'sleep', 'tight', 'morning']"
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+","['latest', 'nokia', 'mobile', 'ipod', 'mp3', 'player', '+£400', 'proze', 'guaranteed', 'reply', 'win', '83355', 'norcorp', 'ltd.£1,50/mtmsgrcvd18+']"
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),"['1000', ""'s"", 'girls', 'many', 'local', '2', 'u', 'r', 'virgins', '2', 'r', 'ready', '2', '4fil', 'ur', 'every', 'sexual', 'need', 'u', '4fil', 'text', 'cute', '69911', '£1.50p']"
ham,Ok. Me watching tv too.,"['ok.', 'watching', 'tv']"
ham,Y lei?,['lei']
ham,"Haven't seen my facebook, huh? Lol!","[""n't"", 'seen', 'facebook', 'huh', 'lol']"
ham,"Sir, I am waiting for your mail.","['sir', 'waiting', 'mail']"
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea","['love', 'brother', 'time', 'talk', 'english', 'grins', 'say', 'hey', 'muhommad', 'penny', 'says', 'hello', 'across', 'sea']"
ham,You're gonna have to be way more specific than that,"[""'re"", 'gon', 'na', 'way', 'specific']"
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,"['hi', 'happy', 'new', 'year', 'dont', 'mean', 'intrude', 'pls', 'let', 'know', 'much', 'tuition', 'paid', 'last', 'semester', 'much', 'semester', 'thanks']"
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,"['hey', 'mate', 'spoke', 'mag', 'people', '‘', 'deliver', 'end', 'month', 'deliver', '24th', 'sept.', 'talk', 'later']"
ham,I'm in a movie... Collect car oredi...,"[""'m"", 'movie', '...', 'collect', 'car', 'oredi', '...']"
ham,So dont use hook up any how,"['dont', 'use', 'hook']"
ham,Yar... I tot u knew dis would happen long ago already.,"['yar', '...', 'tot', 'u', 'knew', 'dis', 'would', 'happen', 'long', 'ago', 'already']"
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,"['house', 'e', 'sky', 'quite', 'dark', 'liao', '...', 'raining', 'got', 'excuse', '2', 'run', 'already', 'rite', '...', 'hee', '...']"
ham,K. I will sent it again,"['k.', 'sent']"
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,"['make', 'sure', 'alex', 'knows', 'birthday', 'fifteen', 'minutes', 'far', ""'re"", 'concerned']"
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,"['anyway', ""'m"", 'going', 'shopping', 'cos', 'sis', 'done', 'yet', 'dun', 'disturb', 'u', 'liao']"
ham,"Hey elaine, is today's meeting still on?","['hey', 'elaine', 'today', ""'s"", 'meeting', 'still']"
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!","['weeks', 'savamob', 'member', 'offers', 'accessible', 'call', '08709501522', 'details', 'savamob', 'pobox', '139', 'la3', '2wu', '£1.50/week', 'savamob', 'offers', 'mobile']"
ham,I wanna watch that movie,"['wan', 'na', 'watch', 'movie']"
ham,Oh k:)after that placement there ah?,"['oh', 'k', 'placement', 'ah']"
ham,Anything lor. Juz both of us lor.,"['anything', 'lor', 'juz', 'us', 'lor']"
ham,"Sorry, I'll call later","['sorry', ""'ll"", 'call', 'later']"
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite","['lol', '...', 'oh', 'babe', 'wont', 'sliding', 'place', 'midnight', 'thanks', 'invite']"
ham,"Don't worry, * is easy once have ingredients!","[""n't"", 'worry', 'easy', 'ingredients']"
ham,Dear reached railway. What happen to you,"['dear', 'reached', 'railway', 'happen']"
ham,Are you comingdown later?,"['comingdown', 'later']"
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....","['hi', 'mandy', 'sullivan', 'calling', 'hotmix', 'fm', '...', 'chosen', 'receive', '£5000.00', 'easter', 'prize', 'draw', '.....', 'please', 'telephone', '09041940223', 'claim', '29/03/05', 'prize', 'transferred', 'someone', 'else', '....']"
ham,How do you guys go to see movies on your side.,"['guys', 'go', 'see', 'movies', 'side']"
ham,Don know:)this week i'm going to tirunelvai da.,"['know', 'week', ""'m"", 'going', 'tirunelvai', 'da']"
ham,Whats the staff name who is taking class for us?,"['whats', 'staff', 'name', 'taking', 'class', 'us']"
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,"['length', 'e', 'e', 'top', 'shorter', 'n', 'got', 'fringe', 'thk', ""'m"", 'going', 'liao', 'lazy', 'dun', 'wan', '2', 'distract', 'u', 'also']"
ham,Alright. I'm out--have a good night!,"['alright', ""'m"", '--', 'good', 'night']"
ham,Mm so you asked me not to call radio,"['mm', 'asked', 'call', 'radio']"
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com","['doesnt', 'make', 'sense', 'take', 'unless', 'free', 'need', 'know', 'wikipedia.com']"
ham,You bad girl. I can still remember them,"['bad', 'girl', 'still', 'remember']"
ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...,"['yunny', ""'m"", 'walking', 'citylink', 'ü', 'faster', 'come', '...', 'hungry', '...']"
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,"['urgent', 'mobile', 'number', 'awarded', '£2000', 'bonus', 'caller', 'prize', 'call', '09058095201', 'land', 'line', 'valid', '12hrs']"
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)","['wn', 'u', 'r', 'hurt', 'prsn', 'close', '2', 'u', 'fight', 'wit', 'dem', 'coz', 'somtimes', 'dis', 'fight', 'saves', 'relation', 'bt', 'quiet', 'leaves', 'nothin', 'relation', '..', 'gud', 'eveb-']"
ham,Babe ? I lost you ... :-(,"['babe', 'lost', '...']"
spam,You have 1 new voicemail. Please call 08719181513.,"['1', 'new', 'voicemail', 'please', 'call', '08719181513']"
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,"['meant', 'say', 'cant', 'wait', 'see', 'u', 'getting', 'bored', 'bridgwater', 'banter']"
ham,Ard 4 lor...,"['ard', '4', 'lor', '...']"
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,"['free', '1st', 'week', 'entry', '2', 'textpod', '4', 'chance', '2', 'win', '40gb', 'ipod', '£250', 'cash', 'every', 'wk', 'txt', 'vpod', '81303', 'ts', 'cs', 'www.textpod.net', 'custcare', '08712405020']"
ham,Did u got that persons story,"['u', 'got', 'persons', 'story']"
ham,Wat's my dear doing? Sleeping ah?,"['wat', ""'s"", 'dear', 'sleeping', 'ah']"
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,"['xmas', 'story', 'peace', '..', 'xmas', 'msg', 'love', '..', 'xmas', 'miracle', 'jesus', '..', 'hav', 'blessed', 'month', 'ahead', 'amp', 'wish', 'u', 'merry', 'xmas', '...']"
ham,"see you then, we're all christmassy here!","['see', ""'re"", 'christmassy']"
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,"['ur', 'awarded', 'city', 'break', 'could', 'win', '£200', 'summer', 'shopping', 'spree', 'every', 'wk', 'txt', 'store', '88039', 'skilgme', 'tscs087147403231winawk', 'age16', '£1.50perwksub']"
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,"['hope', 'text', 'meets', 'smiling', 'let', 'text', 'give', 'reason', 'smile', 'beautiful', 'day']"
ham,Will be office around 4 pm. Now i am going hospital.,"['office', 'around', '4', 'pm', 'going', 'hospital']"
ham,I can make lasagna for you... vodka...,"['make', 'lasagna', '...', 'vodka', '...']"
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,"['hello', 'darlin', 'ive', 'finished', 'college', 'txt', 'u', 'finish', 'u', 'love', 'kate', 'xxx']"
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,"['hi', 'petey', 'noi\x92m', 'ok', 'wanted', '2', 'chat', 'coz', 'avent', 'spoken', '2', 'u', '4', 'long', 'time-hope', 'ur', 'doin', 'alrite.have', 'good', 'nit', 'js', 'love', 'ya', 'am.x']"
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service","['hi', 'sexychat', 'girls', 'waiting', 'text', 'text', 'great', 'night', 'chatting', 'send', 'stop', 'stop', 'service']"
ham,"K, can that happen tonight?","['k', 'happen', 'tonight']"
ham,Send me your id and password,"['send', 'id', 'password']"
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,"['yes', 'one', 'woman', 'man', 'please', 'tell', 'likes', 'dislikes', 'bed', '...']"
ham,"Aight, text me tonight and we'll see what's up","['aight', 'text', 'tonight', ""'ll"", 'see', ""'s""]"
ham,"K I'm leaving soon, be there a little after 9","['k', ""'m"", 'leaving', 'soon', 'little', '9']"
ham,You getting back any time soon?,"['getting', 'back', 'time', 'soon']"
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,"['ah', 'poor', 'baby', 'hope', 'urfeeling', 'bettersn', 'luv', 'probthat', 'overdose', 'work', 'hey', 'go', 'careful', 'spk', '2', 'u', 'sn', 'lots', 'lovejen', 'xxx']"
ham,"Not for possession, especially not first offense","['possession', 'especially', 'first', 'offense']"
ham,"Hey , is * rite u put »10 evey mnth is that all?","['hey', 'rite', 'u', 'put', '»', '10', 'evey', 'mnth']"
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,"['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'nokia', '87077', 'get', 'txting', 'tell', 'ur', 'mates', 'zed', 'pobox', '36504', 'w45wq', 'norm150p/tone', '16+']"
ham,meet you in corporation st outside gap … you can see how my mind is working!,"['meet', 'corporation', 'st', 'outside', 'gap', '…', 'see', 'mind', 'working']"
ham,"It‘s reassuring, in this crazy world.","['‘', 'reassuring', 'crazy', 'world']"
ham,No b4 Thursday,"['b4', 'thursday']"
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you","['hello', 'per', 'request', 'lt', 'gt', 'rs.5', 'transfered']"
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for","['come', 'life', 'brought', 'sun', '..', 'shiny', 'warming', 'heart', 'putting', 'constant', 'smile', 'face', '...', 'making', 'feel', 'loved', 'cared']"
ham,Ok. I.ll do you right later.,"['ok.', 'i.ll', 'right', 'later']"
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning","['lovely', 'night', 'wake', 'see', 'message', 'hope', 'smile', 'knowing', 'great', 'morning']"
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,"['eat', 'jap', 'done', 'oso', 'aft', 'ur', 'lect', 'wat', '...', 'ü', 'got', 'lect', '12', 'rite', '...']"
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,"['message', 'great', 'doctor', 'india', '1', 'drink', 'appy', 'fizz', 'contains', 'cancer', 'causing', 'age']"
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ","['2nd', 'time', 'tried', '2', 'contact', 'u.', 'u', '750', 'pound', 'prize', '2', 'claim', 'easy', 'call', '08718726970', '10p', 'per', 'min', 'bt-national-rate']"
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,"['chosen', 'receive', '£350', 'award', 'pls', 'call', 'claim', 'number', '09066364311', 'collect', 'award', 'selected', 'receive', 'valued', 'mobile', 'customer']"
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,"['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'nokia', '8007', 'get', 'txting', 'tell', 'ur', 'mates', 'www.getzed.co.uk', 'pobox', '36504', 'w45wq', 'norm150p/tone', '16+']"
ham,"It'll be tough, but I'll do what I have to","[""'ll"", 'tough', ""'ll""]"
ham,Well obviously not because all the people in my cool college life went home ;_;,"['well', 'obviously', 'people', 'cool', 'college', 'life', 'went', 'home']"
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?,"['hey', ""'m"", 'bored', '...', ""'m"", 'thinking', 'u', '...', 'wat', 'r', 'u']"
ham,Yes but I don't care cause I know its there!,"['yes', ""n't"", 'care', 'cause', 'know']"
ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV","['yeh', 'def', 'up4', 'something', 'sat', 'got', 'payed2day', 'havbeen', 'given', 'a£50', 'pay', 'rise', '4my', 'work', 'havebeen', 'made', 'preschoolco-ordinator', '2i', 'feelingood', 'luv']"
ham,Sorry me going home first... Daddy come fetch ü later...,"['sorry', 'going', 'home', 'first', '...', 'daddy', 'come', 'fetch', 'ü', 'later', '...']"
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,"['u', 'r', 'beautiful', 'girl', 'ive', 'ever', 'seen', 'u', 'r', 'baby', 'come', 'c', 'common', 'room']"
ham,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,"['guai', '...', 'ü', 'shd', 'haf', 'seen', ""'s"", 'naughty', '...', 'ü', 'free', 'today', 'go', 'jogging', '...']"
ham,Ü neva tell me how i noe... I'm not at home in da aft wat... ,"['ü', 'neva', 'tell', 'noe', '...', ""'m"", 'home', 'da', 'aft', 'wat', '...']"
ham,If i said anything wrong sorry de:-),"['said', 'anything', 'wrong', 'sorry', 'de']"
ham,I am in hospital da. . I will return home in evening,"['hospital', 'da', 'return', 'home', 'evening']"
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT","['review', 'keep', 'fantastic', 'nokia', 'n-gage', 'game', 'deck', 'club', 'nokia', 'go', '2', 'www.cnupdates.com/newsletter', 'unsubscribe', 'alerts', 'reply', 'word']"
ham,Am I the only one who doesn't stalk profiles?,"['one', ""n't"", 'stalk', 'profiles']"
spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,"['83039', '62735=£450', 'uk', 'break', 'accommodationvouchers', 'terms', 'conditions', 'apply', '2', 'claim', 'mustprovide', 'claim', 'number', '15541']"
ham,I am 6 ft. We will be a good combination!,"['6', 'ft.', 'good', 'combination']"
ham,Lol its ok I didn't remember til last nite,"['lol', 'ok', ""n't"", 'remember', 'til', 'last', 'nite']"
ham,Designation is software developer and may be she get chennai:),"['designation', 'software', 'developer', 'may', 'get', 'chennai']"
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,"['pls', 'tell', 'nelson', 'bb', ""'s"", 'longer', 'comin', 'money', 'expecting', 'aint', 'coming']"
spam,RCT' THNQ Adrian for U text. Rgds Vatian,"['rct', 'thnq', 'adrian', 'u', 'text', 'rgds', 'vatian']"
ham,Oh sorry please its over,"['oh', 'sorry', 'please']"
ham,Hey what happen de. Are you alright.,"['hey', 'happen', 'de', 'alright']"
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,"['hi', 'ur', 'lookin', '4', 'saucy', 'daytime', 'fun', 'wiv', 'busty', 'married', 'woman', 'free', 'next', 'week', 'chat', '2', 'sort', 'time', '09099726429', 'janinexx', 'calls£1/minmobsmorelkpobox177hp51fl']"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","['sms', 'services', 'inclusive', 'text', 'credits', 'pls', 'goto', 'www.comuk.net', 'login=', '3qxj9', 'unsubscribe', 'stop', 'extra', 'charge', 'help', '08702840625.comuk', '220-cm2', '9ae']"
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.","['way', ""'ve"", 'put', 'skip', 'right', 'outside', 'front', 'house', 'see', 'house', 'pull']"
ham,Yeah right! I'll bring my tape measure fri!,"['yeah', 'right', ""'ll"", 'bring', 'tape', 'measure', 'fri']"
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,"['get', 'garden', 'ready', 'summer', 'free', 'selection', 'summer', 'bulbs', 'seeds', 'worth', '£33:50', 'scotsman', 'saturday', 'stop', 'go2', 'notxt.co.uk']"
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,"['sounds', 'like', 'could', 'lot', 'time', 'spent', 'chastity', 'device', 'boy', '...', 'grins', '...', 'take', 'beatings', 'like', 'good', 'dog', 'going', 'lounge', 'nice', 'long', 'bath']"
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm","['urgent', 'urgent', '800', 'free', 'flights', 'europe', 'give', 'away', 'call', 'b4', '10th', 'sept', 'take', 'friend', '4', 'free', 'call', 'claim', '09050000555.', 'ba128nnfwfly150ppm']"
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details","['dear', 'know', 'lt', 'gt', 'th', 'lt', 'gt', 'th', 'birthday', 'loving', 'gopalettan', 'planning', 'give', 'small', 'gift', 'day', 'like', 'participate', 'welcome', 'please', 'contact', 'admin', 'team', 'details']"
spam,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,"['registered', 'subscriber', 'yr', 'draw', '4', '£100', 'gift', 'voucher', 'b', 'entered', 'receipt', 'correct', 'ans', 'next', 'olympics', 'txt', 'ans', '80062']"
spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,"['urgent', 'please', 'call', '09066612661', 'landline', '£5000', 'cash', 'luxury', '4', 'canary', 'islands', 'holiday', 'await', 'collection', 'cs', 'sae', 'award', '20m12aq', '150ppm', '16+', '“']"
ham,S da..al r above  &lt;#&gt;,"['da', '..', 'al', 'r', 'lt', 'gt']"
ham,Long time. You remember me today.,"['long', 'time', 'remember', 'today']"
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...","['huh', '...', 'hyde', 'park', 'mel', 'ah', 'opps', 'got', 'confused', '...', 'anyway', 'tt', ""'s"", 'e', 'best', 'choice', 'den', 'juz', 'take', '...']"
ham,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,"['watching', 'house', '–', 'entertaining', '–', 'getting', 'whole', 'hugh', 'laurie', 'thing', '–', 'even', 'stick', '–', 'indeed', 'especially', 'stick']"
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".","['helloooo', '...', 'wake', '..', '``', 'sweet', ""''"", '``', 'morning', ""''"", '``', 'welcomes', ""''"", '``', ""''"", '``', 'enjoy', ""''"", '``', 'day', ""''"", '``', 'full', 'joy', ""''"", '..', '``', 'gud', 'mrng', ""''""]"
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,"['tell', ""'re"", 'female', 'v', ""'re"", 'throwing', ""'re"", 'deciding', 'get']"
ham,How come i din c ü... Yup i cut my hair...,"['come', 'din', 'c', 'ü', '...', 'yup', 'cut', 'hair', '...']"
ham,Ok i've sent u da latest version of da project.,"['ok', ""'ve"", 'sent', 'u', 'da', 'latest', 'version', 'da', 'project']"
ham,Lol where do u come up with these ideas?,"['lol', 'u', 'come', 'ideas']"
ham,Lmao ok I wont be needing u to do my hair anymore.,"['lmao', 'ok', 'wont', 'needing', 'u', 'hair', 'anymore']"
ham,"Sorry, I'll call later","['sorry', ""'ll"", 'call', 'later']"
ham,Thanks. Fills me with complete calm and reassurance! ,"['thanks', 'fills', 'complete', 'calm', 'reassurance']"
ham,Geeeee ... I love you so much I can barely stand it,"['geeeee', '...', 'love', 'much', 'barely', 'stand']"
ham,When you are big..| God will bring success.,"['big', '..', 'god', 'bring', 'success']"
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you","['sorry', 'guess', 'whenever', 'get', 'hold', 'connections', 'maybe', 'hour', 'two', ""'ll"", 'text']"
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,"['purity', 'friendship', 'two', 'smiling', 'reading', 'forwarded', 'message', '..', 'smiling', 'seeing', 'name', 'gud', 'evng', 'musthu']"
ham,Sday only joined.so training we started today:),"['sday', 'joined.so', 'training', 'started', 'today']"
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,"['ü', 'say', 'like', 'dat', 'dun', 'buy', 'ericsson', 'oso', 'oredi', 'lar', '...']"
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,"['miss', 'call', 'miss', 'call', 'khelate', 'kintu', 'opponenter', 'miss', 'call', 'dhorte', 'lage', 'thats', 'rule', 'one', 'great', 'phone', 'receiving', 'quality', 'wins']"
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,"['u', 'want', 'xmas', '100', 'free', 'text', 'messages', 'new', 'video', 'phone', 'half', 'price', 'line', 'rental', 'call', 'free', '0800', '0721072', 'find']"
ham,Probably a couple hours tops,"['probably', 'couple', 'hours', 'tops']"
ham,When can ü come out?,"['ü', 'come']"
ham,Are you not around or just still asleep? :V,"['around', 'still', 'asleep', 'v']"
ham,"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.","['erm', '…', 'ill', 'pick', '6.45pm', ""'ll"", 'give', 'enough', 'time', 'get', 'park']"
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..","['ya', 'ok', 'vikky', 'vl', 'c', 'witin', 'lt', 'gt', 'mins', 'il', 'reply', 'u', '..']"
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,"['train', 'back', 'northampton', ""'m"", 'afraid', ""'m"", 'staying', 'skyving', 'today', 'ho', 'ho', 'around', 'wednesday', 'though', 'fancy', 'comedy', 'club', 'week', 'way']"
ham,I dont have that much image in class.,"['dont', 'much', 'image', 'class']"
ham,Still in customer place,"['still', 'customer', 'place']"
ham,I havent lei.. Next mon can?,"['havent', 'lei', '..', 'next', 'mon']"
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,"['guaranteed', '£200', 'award', 'even', '£1000', 'cashto', 'claim', 'ur', 'award', 'call', 'free', '08000407165', '18+', '2', 'stop', 'getstop', '88222', 'php', 'rg21', '4jx']"
ham,* Thought I didn't see you.,"['thought', ""n't"", 'see']"
ham,How much she payed. Suganya.,"['much', 'payed', 'suganya']"
ham,Full heat pa:-) i have applyed oil pa.,"['full', 'heat', 'pa', 'applyed', 'oil', 'pa']"
ham,"U so lousy, run already come back then half dead... Hee...","['u', 'lousy', 'run', 'already', 'come', 'back', 'half', 'dead', '...', 'hee', '...']"
ham,Wat happened to the cruise thing,"['wat', 'happened', 'cruise', 'thing']"
ham,"Found it, ENC  &lt;#&gt; , where you at?","['found', 'enc', 'lt', 'gt']"
ham,This is all just creepy and crazy to me.,"['creepy', 'crazy']"
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,"['hello', 'r', 'u', 'im', 'bored', 'inever', 'thought', 'id', 'get', 'bored', 'tv', 'tell', 'something', 'exciting', 'happened', 'anything', '=/']"
